Bank  Addr  Label                                                               Size
  f0  0006  SOFT_RESET                                                          ....
  f0  0006  _htk.PAGE_C000                                                      ....
  f0  0006  REG_X                                                               ....
  f0  0006  ARG_LABEL                                                           ....
  f0  0006  F0.                                                                 ....
  f0  0006  JOY_BITDN                                                           ....
  f0  0006  F0_                                                                 ....
  f0  0006  _htk.MPR6                                                           ....
  f0  0007  _IY                                                                 ....
  f0  0007  _htk.PAGE_E000                                                      ....
  f0  0007  REG_Y                                                               ....
  f0  0007  G0.                                                                 ....
  f0  0007  JOY_BITLT                                                           ....
  f0  0007  G0_                                                                 ....
  f0  0007  BGMAP_SIZE_128x64                                                   ....
  f0  0007  _htk.MPR7                                                           ....
  f0  0008  JOY_RUN                                                             ....
  f0  0008  FLIP_X_MASK                                                         ....
  f0  0008  VADDR_INC_32                                                        ....
  f0  0008  FLIP_X                                                              ....
  f0  0008  JOY_VI                                                              ....
  f0  0008  G0_sharp                                                            ....
  f0  0008  G0.S                                                                ....
  f0  0009  A0.                                                                 ....
  f0  0009  x_00150                                                             ....
  f0  0009  x_00152                                                             ....
  f0  0009  A0_                                                                 ....
  f0  0009  x_00154                                                             ....
  f0  0009  x_00191                                                             ....
  f0  0009  x_00146                                                             ....
  f0  0009  x_00156                                                             ....
  f0  0009  x_00193                                                             ....
  f0  0009  x_00148                                                             ....
  f0  0009  x_00158                                                             ....
  f0  0009  x_00195                                                             ....
  f0  0009  x_00197                                                             ....
  f0  0009  x_00189                                                             ....
  f0  000a  HUC_RESERVE_BANKS                                                   ....
  f0  000a  x_00136                                                             ....
  f0  000a  x_00159                                                             ....
  f0  000a  A0_sharp                                                            ....
  f0  000a  A0.S                                                                ....
  f0  000b  B0.                                                                 ....
  f0  000b  B0_                                                                 ....
  f0  000c  C1.                                                                 ....
  f0  000c  C1_                                                                 ....
  f0  000d  x_00142                                                             ....
  f0  000d  x_00116                                                             ....
  f0  000d  x_00171                                                             ....
  f0  000d  x_00162                                                             ....
  f0  000d  x_00144                                                             ....
  f0  000d  x_00163                                                             ....
  f0  000d  x_00127                                                             ....
  f0  000d  x_00182                                                             ....
  f0  000d  x_00173                                                             ....
  f0  000d  x_00165                                                             ....
  f0  000d  x_00185                                                             ....
  f0  000d  x_00176                                                             ....
  f0  000d  x_00167                                                             ....
  f0  000d  x_00169                                                             ....
  f0  000d  x_00179                                                             ....
  f0  000d  C1_sharp                                                            ....
  f0  000d  C1.S                                                                ....
  f0  000e  DATA_BANK                                                           ....
  f0  000e  D1.                                                                 ....
  f0  000e  D1_                                                                 ....
  f0  000f  x_00103                                                             ....
  f0  000f  x_00115                                                             ....
  f0  000f  x_00126                                                             ....
  f0  000f  x_00129                                                             ....
  f0  000f  D1_sharp                                                            ....
  f0  000f  D1.S                                                                ....
  f0  0010  VADDR_INC_64                                                        ....
  f0  0010  E1.                                                                 ....
  f0  0010  E1_                                                                 ....
  f0  0010  SIZE_16x32                                                          ....
  f0  0010  JOY_UP                                                              ....
  f0  0011  SIZE_32x32                                                          ....
  f0  0011  E1_sharp                                                            ....
  f0  0011  E1.S                                                                ....
  f0  0012  F1.                                                                 ....
  f0  0012  F1_                                                                 ....
  f0  0013  G1.                                                                 ....
  f0  0013  G1_                                                                 ....
  f0  0014  G1_sharp                                                            ....
  f0  0014  G1.S                                                                ....
  f0  0015  A1.                                                                 ....
  f0  0015  A1_                                                                 ....
  f0  0016  A1_sharp                                                            ....
  f0  0016  A1.S                                                                ....
  f0  0017  B1.                                                                 ....
  f0  0017  B1_                                                                 ....
  f0  0018  C2.                                                                 ....
  f0  0018  VADDR_INC_128                                                       ....
  f0  0018  C2_                                                                 ....
  f0  0019  C2_sharp                                                            ....
  f0  0019  C2.S                                                                ....
  f0  001a  D2.                                                                 ....
  f0  001a  D2_                                                                 ....
  f0  001b  D2_sharp                                                            ....
  f0  001b  D2.S                                                                ....
  f0  001c  E2.                                                                 ....
  f0  001c  E2_                                                                 ....
  f0  001d  E2_sharp                                                            ....
  f0  001d  E2.S                                                                ....
  f0  001e  F2.                                                                 ....
  f0  001e  F2_                                                                 ....
  f0  001f  G2.                                                                 ....
  f0  001f  G2_                                                                 ....
  f0  0020  JOY_RIGHT                                                           ....
  f0  0020  G2_sharp                                                            ....
  f0  0020  G2.S                                                                ....
  f0  0021  A2.                                                                 ....
  f0  0021  A2_                                                                 ....
  f0  0022  A2_sharp                                                            ....
  f0  0022  A2.S                                                                ....
  f0  0023  B2.                                                                 ....
  f0  0023  B2_                                                                 ....
  f0  0024  C3.                                                                 ....
  f0  0024  C3_                                                                 ....
  f0  0025  C3_sharp                                                            ....
  f0  0025  C3.S                                                                ....
  f0  0026  D3.                                                                 ....
  f0  0026  D3_                                                                 ....
  f0  0027  D3_sharp                                                            ....
  f0  0027  D3.S                                                                ....
  f0  0028  E3.                                                                 ....
  f0  0028  E3_                                                                 ....
  f0  0029  E3_sharp                                                            ....
  f0  0029  E3.S                                                                ....
  f0  002a  F3.                                                                 ....
  f0  002a  F3_                                                                 ....
  f0  002b  G3.                                                                 ....
  f0  002b  G3_                                                                 ....
  f0  002c  G3_sharp                                                            ....
  f0  002c  G3.S                                                                ....
  f0  002d  A3.                                                                 ....
  f0  002d  A3_                                                                 ....
  f0  002e  A3_sharp                                                            ....
  f0  002e  A3.S                                                                ....
  f0  002f  B3.                                                                 ....
  f0  002f  B3_                                                                 ....
  f0  0030  C4.                                                                 ....
  f0  0030  C4_                                                                 ....
  f0  0030  SIZE_16x64                                                          ....
  f0  0031  SIZE_MASK                                                           ....
  f0  0031  SIZE_32x64                                                          ....
  f0  0031  C4_sharp                                                            ....
  f0  0031  C4.S                                                                ....
  f0  0032  D4.                                                                 ....
  f0  0032  D4_                                                                 ....
  f0  0033  D4_sharp                                                            ....
  f0  0033  D4.S                                                                ....
  f0  0034  E4.                                                                 ....
  f0  0034  E4_                                                                 ....
  f0  0035  E4_sharp                                                            ....
  f0  0035  E4.S                                                                ....
  f0  0036  F4.                                                                 ....
  f0  0036  F4_                                                                 ....
  f0  0037  G4.                                                                 ....
  f0  0037  G4_                                                                 ....
  f0  0038  G4_sharp                                                            ....
  f0  0038  G4.S                                                                ....
  f0  0039  A4.                                                                 ....
  f0  0039  A4_                                                                 ....
  f0  003a  A4_sharp                                                            ....
  f0  003a  A4.S                                                                ....
  f0  003b  B4.                                                                 ....
  f0  003b  B4_                                                                 ....
  f0  003c  C5.                                                                 ....
  f0  003c  C5_                                                                 ....
  f0  003d  C5_sharp                                                            ....
  f0  003d  C5.S                                                                ....
  f0  003e  D5.                                                                 ....
  f0  003e  D5_                                                                 ....
  f0  003f  D5_sharp                                                            ....
  f0  003f  D5.S                                                                ....
  f0  0040  _htk.WSG_MODE_DDA                                                   ....
  f0  0040  JOY_DOWN                                                            ....
  f0  0040  E5.                                                                 ....
  f0  0040  E5_                                                                 ....
  f0  0041  E5_sharp                                                            ....
  f0  0041  E5.S                                                                ....
  f0  0042  F5.                                                                 ....
  f0  0042  F5_                                                                 ....
  f0  0043  G5.                                                                 ....
  f0  0043  G5_                                                                 ....
  f0  0044  G5_sharp                                                            ....
  f0  0044  G5.S                                                                ....
  f0  0045  A5.                                                                 ....
  f0  0045  A5_                                                                 ....
  f0  0046  A5_sharp                                                            ....
  f0  0046  A5.S                                                                ....
  f0  0047  B5.                                                                 ....
  f0  0047  B5_                                                                 ....
  f0  0048  C6.                                                                 ....
  f0  0048  C6_                                                                 ....
  f0  0049  C6_sharp                                                            ....
  f0  0049  C6.S                                                                ....
  f0  004a  D6.                                                                 ....
  f0  004a  D6_                                                                 ....
  f0  004a  _call_bank                                                          ....
  f0  004b  _nb_bank                                                            ....
  f0  004b  D6_sharp                                                            ....
  f0  004b  D6.S                                                                ....
  f0  004c  E6.                                                                 ....
  f0  004c  E6_                                                                 ....
  f0  004d  E6_sharp                                                            ....
  f0  004d  E6.S                                                                ....
  f0  004e  F6.                                                                 ....
  f0  004e  F6_                                                                 ....
  f0  004f  G6.                                                                 ....
  f0  004f  G6_                                                                 ....
  f0  0050  JOY_TYPE6                                                           ....
  f0  0050  G6_sharp                                                            ....
  f0  0050  G6.S                                                                ....
  f0  0051  AC_IDENT                                                            ....
  f0  0051  A6.                                                                 ....
  f0  0051  A6_                                                                 ....
  f0  0052  A6_sharp                                                            ....
  f0  0052  A6.S                                                                ....
  f0  0053  B6.                                                                 ....
  f0  0053  B6_                                                                 ....
  f0  0054  C7.                                                                 ....
  f0  0054  C7_                                                                 ....
  f0  0055  C7_sharp                                                            ....
  f0  0055  C7.S                                                                ....
  f0  0056  D7.                                                                 ....
  f0  0056  D7_                                                                 ....
  f0  0057  D7_sharp                                                            ....
  f0  0057  D7.S                                                                ....
  f0  0058  E7.                                                                 ....
  f0  0058  E7_                                                                 ....
  f0  0059  E7_sharp                                                            ....
  f0  0059  E7.S                                                                ....
  f0  005a  F7.                                                                 ....
  f0  005a  F7_                                                                 ....
  f0  005b  G7.                                                                 ....
  f0  005b  G7_                                                                 ....
  f0  005c  G7_sharp                                                            ....
  f0  005c  G7.S                                                                ....
  f0  005d  A7.                                                                 ....
  f0  005d  A7_                                                                 ....
  f0  005e  A7_sharp                                                            ....
  f0  005e  A7.S                                                                ....
  f0  005f  B7.                                                                 ....
  f0  005f  B7_                                                                 ....
  f0  0060  HuSFX.DMA.RTSop                                                     ....
  f0  0060  HuTrack.DMA.RTSop                                                   ....
  f0  0080  _htk.WSG_CHAN_ON                                                    ....
  f0  0080  _htk.WSG_LFO_OFF                                                    ....
  f0  0080  FLIP_Y_MASK                                                         ....
  f0  0080  JOY_LEFT                                                            ....
  f0  0080  _htk.WSG_NOISE_ON                                                   ....
  f0  0080  FLIP_Y                                                              ....
  f0  0088  FLIP_MASK                                                           ....
  f0  00d3  HuSFX.DMA.TINop                                                     ....
  f0  00d3  HuTrack.DMA.TINop                                                   ....
  f0  0100  xres                                                                ....
  f0  0400  color_ctrl                                                          ....
  f0  0400  colorport                                                           ....
  f0  0402  _color_reg                                                          ....
  f0  0402  color_reg_l                                                         ....
  f0  0402  color_reg                                                           ....
  f0  0403  color_reg_h                                                         ....
  f0  0404  color_data                                                          ....
  f0  0404  _color_data                                                         ....
  f0  0404  color_data_l                                                        ....
  f0  0405  color_data_h                                                        ....
  f0  06af  NOTE.upperBase                                                      ....
  f0  0714  NOTE.B                                                              ....
  f0  0780  NOTE.As                                                             ....
  f0  07f2  NOTE.A                                                              ....
  f0  0800  FONT_VADDR                                                          ....
  f0  0800  _htk.WSG.ChannelSelect                                              ....
  f0  0800  psgport                                                             ....
  f0  0800  psg_ch                                                              ....
  f0  0801  psg_mainvol                                                         ....
  f0  0801  _htk.WSG.globalPanVol                                               ....
  f0  0802  psg_freqlo                                                          ....
  f0  0802  _htk.WSG.Frequency.lo                                               ....
  f0  0803  psg_freqhi                                                          ....
  f0  0803  _htk.WSG.Frequency.hi                                               ....
  f0  0804  psg_ctrl                                                            ....
  f0  0804  _htk.WSG.Control                                                    ....
  f0  0805  psg_pan                                                             ....
  f0  0805  _htk.WSG.ChannelPanVol                                              ....
  f0  0806  _htk.WSG.DDAport                                                    ....
  f0  0806  psg_wavebuf                                                         ....
  f0  0806  _htk.WSG.SamplePort                                                 ....
  f0  0807  psg_noise                                                           ....
  f0  0807  _htk.WSG.NoiseControl                                               ....
  f0  0808  psg_lfofreq                                                         ....
  f0  0808  _htk.WSG.LFO.frequency                                              ....
  f0  0809  _htk.WSG.LFO.control                                                ....
  f0  0809  psg_lfoctrl                                                         ....
  f0  086b  NOTE.Gs                                                             ....
  f0  08ec  NOTE.G                                                              ....
  f0  0973  NOTE.Fs                                                             ....
  f0  0a04  NOTE.F                                                              ....
  f0  0a9c  NOTE.E                                                              ....
  f0  0b3d  NOTE.Ds                                                             ....
  f0  0be8  NOTE.D                                                              ....
  f0  0c00  _htk.TMR_PORT                                                       ....
  f0  0c00  timer_cnt                                                           ....
  f0  0c00  timerport                                                           ....
  f0  0c01  timer_ctrl                                                          ....
  f0  0c01  _htk.TMR_CMD                                                        ....
  f0  0c9e  NOTE.Cs                                                             ....
  f0  0d5e  NOTE.C                                                              ....
  f0  0e28  NOTE.base                                                           ....
  f0  1000  joyport                                                             ....
  f0  1400  irqport                                                             ....
  f0  1402  irq_disable                                                         ....
  f0  1403  irq_status                                                          ....
  f0  1403  _htk.IRQ.ackTIRQ                                                    ....
  f0  1800  cd_port                                                             ....
  f0  1803  bram_lock                                                           ....
  f0  1807  bram_unlock                                                         ....
  f0  1a00  ac_port                                                             ....
  f0  1a00  ac_data1                                                            ....
  f0  1a01  ac_data1_alt                                                        ....
  f0  1a02  ac_base1_l                                                          ....
  f0  1a03  ac_base1_m                                                          ....
  f0  1a04  ac_base1_h                                                          ....
  f0  1a05  ac_offset1_l                                                        ....
  f0  1a06  ac_offset1_m                                                        ....
  f0  1a09  ac_cntrol1                                                          ....
  f0  1a0a  ac_addoffset1                                                       ....
  f0  1ae0  ac_shftreg                                                          ....
  f0  1ae0  ac_shftreg_0                                                        ....
  f0  1ae1  ac_shftreg_1                                                        ....
  f0  1ae2  ac_shftreg_2                                                        ....
  f0  1ae3  ac_shftreg_3                                                        ....
  f0  1ae4  ac_shft_bits                                                        ....
  f0  1afd  ac_identver_l                                                       ....
  f0  1afd  ac_identbase                                                        ....
  f0  1afe  ac_identver_h                                                       ....
  f0  1aff  ac_identflag                                                        ....
  f0  20ec  __bp                                                                ....
  f0  20ee  __si                                                                ....
  f0  20f0  __di                                                                ....
  f0  20f3  vdc_crl                                                             ....
  f0  20f4  vdc_crh                                                             ....
  f0  20f5  irq_m                                                               ....
  f0  20f6  vdc_sr                                                              ....
  f0  20f7  vdc_reg                                                             ....
  f0  20f8  __al                                                                ....
  f0  20f8  __ax                                                                ....
  f0  20f9  __ah                                                                ....
  f0  20fa  __bl                                                                ....
  f0  20fa  __bx                                                                ....
  f0  20fb  __bh                                                                ....
  f0  20fc  __cl                                                                ....
  f0  20fc  __cx                                                                ....
  f0  20fd  __ch                                                                ....
  f0  20fe  __dl                                                                ....
  f0  20fe  __dx                                                                ....
  f0  20ff  __dh                                                                ....
  f0  2f5d  _bss_end                                                            ....
  f8  2000  __sp                                                                0x0
  f8  2000  __stack                                                             0x2
  f8  2002  __temp                                                              0x4
  f8  2006  __ptr                                                               0x2
  f8  2008  __fbank                                                             0x1
  f8  2009  __fptr                                                              0x2
  f8  200b  zp_ptr1                                                             0x2
  f8  200d  _hk.R1.l                                                            0x0
  f8  200d  _hk.R1                                                              0x1
  f8  200e  _hk.R1.h                                                            0x1
  f8  200f  _hk.A0.l                                                            0x0
  f8  200f  _hk.A0                                                              0x1
  f8  2010  _hk.A0.h                                                            0x1
  f8  2011  _hk.A1.l                                                            0x0
  f8  2011  _hk.A1                                                              0x1
  f8  2012  _hk.A1.h                                                            0x1
  f8  2013  _hk.A2.l                                                            0x0
  f8  2013  _hk.A2                                                              0x1
  f8  2014  _hk.A2.h                                                            0x1
  f8  2015  _hk.D0.l                                                            0x0
  f8  2015  _hk.D0                                                              0x1
  f8  2016  _hk.D0.h                                                            0x1
  f8  2017  _hk.EAX0.l                                                          0x0
  f8  2017  _hk.EAX0                                                            0x1
  f8  2018  _hk.EAX0.m                                                          0x1
  f8  2019  _hk.EAX0.h                                                          0x1
  f8  201a  _hk.EAX0.u                                                          0x1
  f8  201b  HuTrack.DDAprocess                                                  0x1
  f8  201c  HuTrack.dda.bank                                                    0x6
  f8  2022  HuTrack.dda.addr.lo                                                 0x6
  f8  2028  HuTrack.dda.addr.hi                                                 0x6
  f8  202e  HuTrack.dda.loop.bank                                               0x6
  f8  2034  HuTrack.dda.addr.loop.lo                                            0x6
  f8  203a  HuTrack.dda.addr.loop.hi                                            0x6
  f8  2040  HuTrack.dda.ptr                                                     0x2
  f8  2042  HuTrack.dda.cntr0                                                   0x6
  f8  2048  HuTrack.dda.cntr1                                                   0x6
  f8  204e  HuTrack.dda.trackUsage                                              0x1
  f8  204f  HuTrack.Status                                                      0x1
  f8  2050  HuTrack.PatternListPtr                                              0x2
  f8  2052  HuTrack.PatterPtr                                                   0x2
  f8  2054  HuTrack.currentPattern                                              0x2
  f8  2056  HuTrack.Enabled                                                     0x6
  f8  205c  HuTrack.A0                                                          0x2
  f8  205e  HuTrack.A1                                                          0x2
  f8  2060  HuTrack.bnk                                                         0x2
  f8  2062  HuTrack.addr0                                                       0x2
  f8  2064  HuTrack.addr1                                                       0x2
  f8  2066  HuTrack.FXptr0                                                      0x2
  f8  2068  HuTrack.FXptr1                                                      0x2
  f8  206a  HuTrack.FXptr2                                                      0x2
  f8  206c  HuTrack.FXptr3                                                      0x2
  f8  206e  HuSFX.A0                                                            0x2
  f8  2070  HuSFX.A1                                                            0x2
  f8  2072  HuSFX.bnk                                                           0x2
  f8  2074  rndzp                                                               0x2
  f8  2076  __sign                                                              0x1
  f8  2077  __remain                                                            0x2
  f8  2079  spr_ptr                                                             0x2
  f8  207b  spr_max                                                             0x1
  f8  207c  spr_flag                                                            0x84 (????)
  f8  2200  irq2_jmp                                                            0x0
  f8  2200  user_jmptbl                                                         0x2
  f8  2202  irq1_jmp                                                            0x2
  f8  2204  timer_jmp                                                           0x2
  f8  2206  nmi_jmp                                                             0x2
  f8  2208  vsync_hook                                                          0x2
  f8  220a  hsync_hook                                                          0x2
  f8  220c  bg_x1                                                               0x2
  f8  220e  bg_x2                                                               0x2
  f8  2210  bg_y1                                                               0x2
  f8  2212  bg_y2                                                               0x15
  f8  2227  joyena                                                              0x1
  f8  2228  joy                                                                 0x5
  f8  222d  joytrg                                                              0x5
  f8  2232  joyold                                                              0xf
  f8  2241  irq_cnt                                                             0x1
  f8  2242  vdc_mwr                                                             0x1
  f8  2243  vdc_dcr                                                             0x1
  f8  2244  scr_mode                                                            0x1
  f8  2245  scr_w                                                               0x1
  f8  2246  scr_h                                                               0x3e
  f8  2284  soft_reset                                                          0x3fc
  f8  2680  vsync_cnt                                                           0x1
  f8  2681  joybuf                                                              0x5
  f8  2686  joyhook                                                             0x2
  f8  2688  joycallback                                                         0x6
  f8  268e  disp_cr                                                             0x1
  f8  268f  clock_hh                                                            0x1
  f8  2690  clock_mm                                                            0x1
  f8  2691  clock_ss                                                            0x1
  f8  2692  clock_tt                                                            0x1
  f8  2693  joy6                                                                0x5
  f8  2698  joytrg6                                                             0x5
  f8  269d  joyold6                                                             0x5
  f8  26a2  joybuf6                                                             0x5
  f8  26a7  joytmp                                                              0x5
  f8  26ac  joytmp6                                                             0x5
  f8  26b1  color_queue_r                                                       0x1
  f8  26b2  color_queue_w                                                       0x1
  f8  26b3  color_index                                                         0x8
  f8  26bb  color_count                                                         0x8
  f8  26c3  color_bank                                                          0x8
  f8  26cb  color_addr_l                                                        0x8
  f8  26d3  color_addr_h                                                        0x8
  f8  26db  color_tia                                                           0x8
  f8  26e3  mapbank                                                             0x1
  f8  26e4  mapaddr                                                             0x2
  f8  26e6  mapwidth                                                            0x2
  f8  26e8  mapheight                                                           0x2
  f8  26ea  maptiletype                                                         0x1
  f8  26eb  maptilebank                                                         0x1
  f8  26ec  maptileaddr                                                         0x2
  f8  26ee  maptilebase                                                         0x2
  f8  26f0  mapnbtile                                                           0x2
  f8  26f2  mapctablebank                                                       0x1
  f8  26f3  mapctable                                                           0x2
  f8  26f5  mapwrap                                                             0x1
  f8  26f6  mapbat_ptr                                                          0x2
  f8  26f8  mapbat_top_base                                                     0x2
  f8  26fa  mapbat_top                                                          0x1
  f8  26fb  mapbat_bottom                                                       0x1
  f8  26fc  mapbat_x                                                            0x2
  f8  26fe  ram_hdwr_tia                                                        0x1
  f8  26ff  ram_hdwr_tia_src                                                    0x2
  f8  2701  ram_hdwr_tia_dest                                                   0x2
  f8  2703  ram_hdwr_tia_size                                                   0x2
  f8  2705  ram_hdwr_tia_rts                                                    0x1
  f8  2706  bat_width                                                           0x2
  f8  2708  bat_height                                                          0x1
  f8  2709  bat_hmask                                                           0x1
  f8  270a  bat_vmask                                                           0x1
  f8  270b  scr_width                                                           0x1
  f8  270c  scr_height                                                          0x1
  f8  270d  vdc_blur                                                            0x1
  f8  270e  hsw                                                                 0x1
  f8  270f  hds                                                                 0x1
  f8  2710  hdw                                                                 0x1
  f8  2711  hde                                                                 0x1
  f8  2712  HuTrack.returnVec                                                   0x2
  f8  2714  song_bank                                                           0x40
  f8  2754  song_ptr.lo                                                         0x40
  f8  2794  song_ptr.hi                                                         0x40
  f8  27d4  song_slot                                                           0x1
  f8  27d5  current_song                                                        0x1
  f8  27d6  song_repeat                                                         0x1
  f8  27d7  HuTrack.DDAprocessBackup                                            0x1
  f8  27d8  HuTrack.channel.noiseST.backup                                      0x6
  f8  27de  HuTrack.channel.ddaST.backup                                        0x6
  f8  27e4  HuTrack.channel.pcmIDX.backup                                       0x6
  f8  27ea  HuTrack.channel.instr.backup                                        0x6
  f8  27f0  HuTrack.channel.dVol.backup                                         0x6
  f8  27f6  HuTrack.channel.rVol.backup                                         0x6
  f8  27fc  HuTrack.channel.note.backup                                         0x6
  f8  2802  HuTrack.Global.SetVolume                                            0x1
  f8  2803  HuTrack.Global.VolUpdate                                            0x1
  f8  2804  HuTrackEngine.VarStart                                              0x0
  f8  2804  HuTrack.tick                                                        0x1
  f8  2805  HuTrack.tickReload                                                  0x2
  f8  2807  HuTrack.TickIdx                                                     0x1
  f8  2808  HuTrack.songName                                                    0x30
  f8  2838  HuTrack.songAuthor                                                  0x30
  f8  2868  HuTrack.rowLen                                                      0x1
  f8  2869  HuTrack.patternListlen                                              0x1
  f8  286a  HuTrack.instrLen                                                    0x1
  f8  286b  HuTrack.waveformLen                                                 0x1
  f8  286c  HuTrack.sampleListLen                                               0x1
  f8  286d  HuTrack.channel.patternList.table                                   0xc
  f8  2879  HuTrack.pattern.table                                               0x2
  f8  287b  HuTrack.instr.table                                                 0x2
  f8  287d  HuTrack.waveform.table                                              0x2
  f8  287f  HuTrack.samples.table                                               0x2
  f8  2881  HuTrack.patternList.table.bank                                      0x1
  f8  2882  HuTrack.pattern.table.bank                                          0x1
  f8  2883  HuTrack.instr.table.bank                                            0x1
  f8  2884  HuTrack.waveform.table.bank                                         0x1
  f8  2885  HuTrack.samples.table.bank                                          0x1
  f8  2886  HuTrack.channel.pattern.num                                         0x6
  f8  288c  HuTrack.channel.pattern.idx                                         0x6
  f8  2892  HuTrack.current.channel                                             0x1
  f8  2893  HuTrack.channel.pcmIndex                                            0x6
  f8  2899  HuTrack.channel.noisePeriod                                         0x6
  f8  289f  HuTrack.channel.appliedNoise                                        0x6
  f8  28a5  HuTrack.channel.appliedCent                                         0x6
  f8  28ab  HuTrack.channel.appliedNote                                         0x6
  f8  28b1  HuTrack.channel.appliedOctave                                       0x6
  f8  28b7  HuTrack.channel.noiseMode                                           0x6
  f8  28bd  HuTrack.channel.detune                                              0x6
  f8  28c3  HuTrack.channel.octave                                              0x6
  f8  28c9  HuTrack.channel.note                                                0x6
  f8  28cf  HuTrack.channel.noteCent                                            0x6
  f8  28d5  HuTrack.channel.relativeVolume                                      0x6
  f8  28db  HuTrack.channel.directVolume                                        0x6
  f8  28e1  HuTrack.channel.directWaveform                                      0x6
  f8  28e7  HuTrack.channel.fx1                                                 0x6
  f8  28ed  HuTrack.channel.fx2                                                 0x6
  f8  28f3  HuTrack.channel.fx3                                                 0x6
  f8  28f9  HuTrack.channel.fx4                                                 0x6
  f8  28ff  HuTrack.channel.fxArg1                                              0x6
  f8  2905  HuTrack.channel.fxArg2                                              0x6
  f8  290b  HuTrack.channel.fxArg3                                              0x6
  f8  2911  HuTrack.channel.fxArg4                                              0x6
  f8  2917  HuTrack.channel.instr                                               0x6
  f8  291d  HuTrack.channel.semitoneUP.op                                       0x6
  f8  2923  HuTrack.channel.semitoneUP.delta                                    0x6
  f8  2929  HuTrack.channel.semitoneUP.note                                     0x6
  f8  292f  HuTrack.channel.semitoneUP.cent                                     0x6
  f8  2935  HuTrack.channel.semitoneDOWN.op                                     0x6
  f8  293b  HuTrack.channel.semitoneDOWN.delta                                  0x6
  f8  2941  HuTrack.channel.semitoneDOWN.note                                   0x6
  f8  2947  HuTrack.channel.semitoneDOWN.cent                                   0x6
  f8  294d  HuTrack.channel.porta.up.lo                                         0x6
  f8  2953  HuTrack.channel.porta.up.hi                                         0x6
  f8  2959  HuTrack.channel.porta.down.lo                                       0x6
  f8  295f  HuTrack.channel.porta.down.hi                                       0x6
  f8  2965  HuTrack.channel.vibrato.mode                                        0x6
  f8  296b  HuTrack.channel.vibrato.idx                                         0x6
  f8  2971  HuTrack.channel.vibrato.inc                                         0x6
  f8  2977  HuTrack.channel.vibrato.scale                                       0x6
  f8  297d  HuTrack.channel.vibrato.cent                                        0x6
  f8  2983  HuTrack.channel.noteDelay                                           0x6
  f8  2989  HuTrack.channel.noteCutDelay                                        0x6
  f8  298f  HuTrack.channel.pitch.period.lo                                     0x6
  f8  2995  HuTrack.channel.pitch.period.hi                                     0x6
  f8  299b  HuTrack.channel.volSlideDown                                        0x6
  f8  29a1  HuTrack.channel.volSlideUp                                          0x6
  f8  29a7  HuTrack.channel.delay                                               0x6
  f8  29ad  HuTrack.channel.overload.spd                                        0x6
  f8  29b3  HuTrack.channel.overload.cntr                                       0x6
  f8  29b9  HuTrack.channel.overload.amt                                        0x6
  f8  29bf  HuTrack.channel.overload.accum                                      0x6
  f8  29c5  HuTrack.channel.corruption.spd                                      0x6
  f8  29cb  HuTrack.channel.corruption.cntr                                     0x6
  f8  29d1  HuTrack.channel.corruption.delta                                    0x6
  f8  29d7  HuTrack.channel.corruption.index                                    0x6
  f8  29dd  HuTrack.channel.corruption.wf                                       0x6
  f8  29e3  HuTrack.channel.hardsync.spd                                        0x6
  f8  29e9  HuTrack.channel.hardsync.cntr                                       0x6
  f8  29ef  HuTrack.channel.hardsync.amt                                        0x6
  f8  29f5  HuTrack.channel.hardsync.delta                                      0x6
  f8  29fb  HuTrack.channel.hardsync.delta.old                                  0x6
  f8  2a01  HuTrack.channel.rowPos                                              0x6
  f8  2a07  HuTrack.channel.patternOffset.lo                                    0x6
  f8  2a0d  HuTrack.channel.patternOffset.hi                                    0x6
  f8  2a13  HuTrack.channel.patternBreak                                        0x1
  f8  2a14  HuTrack.channel.waveform.num                                        0x6
  f8  2a1a  HuTrack.channel.instr.num                                           0x6
  f8  2a20  HuTrack.channel.change                                              0x6
  f8  2a26  HuTrack.channel.update                                              0x1
  f8  2a27  HuTrack.channel.update.extFX                                        0x1
  f8  2a28  HuTrack.channel.output                                              0x6
  f8  2a2e  HuTrack.channel.temp.noteCent                                       0x6
  f8  2a34  HuTrack.channel.temp.note                                           0x6
  f8  2a3a  HuTrack.channel.temp.octave                                         0x6
  f8  2a40  HuTrack.channel.temp.volume                                         0x6
  f8  2a46  HuTrack.channel.temp.fx1                                            0x6
  f8  2a4c  HuTrack.channel.temp.fx2                                            0x6
  f8  2a52  HuTrack.channel.temp.fx3                                            0x6
  f8  2a58  HuTrack.channel.temp.fx4                                            0x6
  f8  2a5e  HuTrack.channel.temp.fxArg1                                         0x6
  f8  2a64  HuTrack.channel.temp.fxArg2                                         0x6
  f8  2a6a  HuTrack.channel.temp.fxArg3                                         0x6
  f8  2a70  HuTrack.channel.temp.fxArg4                                         0x6
  f8  2a76  HuTrack.channel.temp.instr                                          0x6
  f8  2a7c  HuTrack.channel.temp.fxArg                                          0x1
  f8  2a7d  HuTrack.channel.temp.fxNum                                          0x1
  f8  2a7e  HuTrack.channel.applied.period.lo                                   0x6
  f8  2a84  HuTrack.channel.applied.period.hi                                   0x6
  f8  2a8a  HuTrack.VolEnvPtr.lo                                                0x6
  f8  2a90  HuTrack.VolEnvPtr.hi                                                0x6
  f8  2a96  HuTrack.WfEnvPtr.lo                                                 0x6
